PI1	-26.660445	-1.769507	17.774094	
PI2	-26.660445	-5.269507	17.774094	
PI3	-26.660445	-8.769507	17.774094	
PI4	-26.660445	-12.269507	17.774094	
PI5	-26.660445	-15.769507	17.774094	
PI6	-26.660445	-19.269507	17.774094	
PI7	-26.660445	-22.769507	17.774094	
PI8	-26.660445	-26.269507	17.774094	
PI9	-26.660445	-29.769507	17.774094	
CP1	-3.760445	-4.869507	16.674094	
CP2	-3.760445	-8.369507	16.674094	
CP3	-3.760445	-11.869507	16.674094	
CP4	-3.760445	-15.369507	16.674094	
CP5	-3.760445	-18.869507	16.674094	
CP6	-3.760445	-22.369507	16.674094	
CP7	-3.760445	-25.869507	16.674094	
CP8	-3.760445	-29.369507	16.674094	
CP9	-3.760445	-32.869507	16.674094	
CC1	25.939555	-3.969507	8.274094	
CC2	25.939555	-7.469507	8.274094	
CC3	25.939555	-10.969507	8.274094	
CC4	25.939555	-14.469507	8.274094	
CC5	25.939555	-17.969507	8.274094	
CC6	25.939555	-21.469507	8.274094	
CC7	25.939555	-24.969507	8.274094	
CC8	25.939555	-28.469507	8.274094	
CC9	25.939555	-31.969507	8.274094	
LP1	-12.460445	-2.469507	44.074094	
LP2	-12.460445	-5.969507	44.074094	
LP3	-12.460445	-9.469507	44.074094	
LP4	-12.460445	-12.969507	44.074094	
LP5	-12.460445	-16.469507	44.074094	
LP6	-12.460445	-19.969507	44.074094	
LP7	-12.460445	-23.469507	44.074094	
LP8	-12.460445	-26.969507	44.074094	
LP9	-12.460445	-30.469507	44.074094	
SA1	-2.560445	-1.569507	41.674094	
SA2	-2.560445	-5.069507	41.674094	
SA3	-2.560445	-8.569507	41.674094	
SA4	-2.560445	-12.069507	41.674094	
SA5	-2.560445	-15.569507	41.674094	
SA6	-2.560445	-19.069507	41.674094	
SA7	-2.560445	-22.569507	41.674094	
SA8	-2.560445	-26.069507	41.674094	
SA9	-2.560445	-29.569507	41.674094	
PM1	16.339555	-1.569507	39.774094	
PM2	16.339555	-5.069507	39.774094	
PM3	16.339555	-8.569507	39.774094	
PM4	16.339555	-12.069507	39.774094	
PM5	16.339555	-15.569507	39.774094	
PM6	16.339555	-19.069507	39.774094	
PM7	16.339555	-22.569507	39.774094	
PM8	16.339555	-26.069507	39.774094	
PM9	16.339555	-29.569507	39.774094	
FD1	43.839555	-2.669507	27.474094	
FD2	43.839555	-6.169507	27.474094	
FD3	43.839555	-9.669507	27.474094	
FD4	43.839555	-13.169507	27.474094	
FD5	43.839555	-16.669507	27.474094	
FD6	43.839555	-20.169507	27.474094	
FD7	43.839555	-23.669507	27.474094	
FD8	43.839555	-27.169507	27.474094	
FD9	43.839555	-30.669507	27.474094	
FP1	77.039555	-5.169507	-11.125906	
FP2	77.039555	-8.669507	-11.125906	
FP3	77.039555	-12.169507	-11.125906	
FP4	77.039555	-15.669507	-11.125906	
FP5	77.039555	-19.169507	-11.125906	
FP6	77.039555	-22.669507	-11.125906	
FP7	77.039555	-26.169507	-11.125906	
FP8	77.039555	-29.669507	-11.125906	
FP9	77.039555	-33.169507	-11.125906	
CR1	48.939555	-9.169507	-13.225906	
CR2	48.939555	-12.669507	-13.225906	
CR3	48.939555	-16.169507	-13.225906	
CR4	48.939555	-19.669507	-13.225906	
CR5	48.939555	-23.169507	-13.225906	
CR6	48.939555	-26.669507	-13.225906	
CR7	48.939555	-30.169507	-13.225906	
CR8	48.939555	-33.669507	-13.225906	
CR9	48.939555	-37.169507	-13.225906	
R1	60.939555	-5.469507	-35.325906	
R2	60.939555	-8.969507	-35.325906	
R3	60.939555	-12.469507	-35.325906	
R4	60.939555	-15.969507	-35.325906	
R5	60.939555	-19.469507	-35.325906	
R6	60.939555	-22.969507	-35.325906	
R7	60.939555	-26.469507	-35.325906	
R8	60.939555	-29.969507	-35.325906	
R9	60.939555	-33.469507	-35.325906	
OR1	33.939555	-4.369507	-33.125906	
OR2	36.499555	-4.409507	-30.735906	
OR3	39.059555	-4.439507	-28.355906	
OR4	41.619555	-4.479507	-25.965906	
OR5	44.179555	-4.509507	-23.575906	
OR6	50.759555	-4.599507	-17.435906	
OR7	53.319555	-4.639507	-15.055906	
OR8	55.879555	-4.679507	-12.665906	
OR9	58.439555	-4.709507	-10.275906	
OR10	60.999555	-4.749507	-7.895906	
OR11	67.579555	-4.839507	-1.755906	
OR12	70.139555	-4.879507	0.634094	
OR13	72.699555	-4.909507	3.014094	
OR14	75.259555	-4.949507	5.404094	
OR15	77.819555	-4.979507	7.794094	
FT1	48.539555	-3.269507	-21.825906	
FT2	48.539555	-6.769507	-21.825906	
FT3	48.539555	-10.269507	-21.825906	
FT4	48.539555	-13.769507	-21.825906	
FT5	48.539555	-17.269507	-21.825906	
FT6	48.539555	-20.769507	-21.825906	
FT7	48.539555	-24.269507	-21.825906	
FT8	48.539555	-27.769507	-21.825906	
FT9	48.539555	-31.269507	-21.825906	
SC1	-24.160445	-2.669507	29.674094	
SC2	-24.160445	-6.169507	29.674094	
SC3	-24.160445	-9.669507	29.674094	
SC4	-24.160445	-13.169507	29.674094	
SC5	-24.160445	-16.669507	29.674094	
SC6	-24.160445	-20.169507	29.674094	
SC7	-24.160445	-23.669507	29.674094	
SC8	-24.160445	-27.169507	29.674094	
SC9	-24.160445	-30.669507	29.674094	
OF1	35.639555	-36.269507	-17.825906	
OF2	35.639555	-39.769507	-17.825906	
OF3	35.639555	-43.269507	-17.825906	
OF4	35.639555	-46.769507	-17.825906	
OF5	35.639555	-50.269507	-17.825906	
OF6	35.639555	-53.769507	-17.825906	
OF7	35.639555	-57.269507	-17.825906	
OF8	35.639555	-60.769507	-17.825906	
OF9	35.639555	-64.269507	-17.825906	
OC1	7.839555	-37.169507	-13.525906	
OC2	7.839555	-40.669507	-13.525906	
OC3	7.839555	-44.169507	-13.525906	
OC4	7.839555	-47.669507	-13.525906	
OC5	7.839555	-51.169507	-13.525906	
OC6	7.839555	-54.669507	-13.525906	
OC7	7.839555	-58.169507	-13.525906	
OC8	7.839555	-61.669507	-13.525906	
OC9	7.839555	-65.169507	-13.525906	
OP1	-10.660445	-35.069507	-2.625906	
OP2	-10.660445	-38.569507	-2.625906	
OP3	-10.660445	-42.069507	-2.625906	
OP4	-10.660445	-45.569507	-2.625906	
OP5	-10.660445	-49.069507	-2.625906	
OP6	-10.660445	-52.569507	-2.625906	
OP7	-10.660445	-56.069507	-2.625906	
OP8	-10.660445	-59.569507	-2.625906	
OP9	-10.660445	-63.069507	-2.625906	
H1	0.539555	-20.269507	-20.325906	
H2	0.539555	-23.769507	-20.325906	
H3	0.539555	-27.269507	-20.325906	
H4	0.539555	-30.769507	-20.325906	
H5	0.539555	-34.269507	-20.325906	
H6	0.539555	-37.769507	-20.325906	
H7	0.539555	-41.269507	-20.325906	
H8	0.539555	-44.769507	-20.325906	
H9	0.539555	-48.269507	-20.325906	
T1	4.339555	-18.369507	-25.525906	
T2	4.339555	-21.869507	-25.525906	
T3	4.339555	-25.369507	-25.525906	
T4	4.339555	-28.869507	-25.525906	
T5	4.339555	-32.369507	-25.525906	
T6	4.339555	-35.869507	-25.525906	
T7	4.339555	-39.369507	-25.525906	
T8	4.339555	-42.869507	-25.525906	
T9	4.339555	-46.369507	-25.525906	
TP'1	32.039555	28.130493	-52.725906	
TP'2	32.039555	31.630493	-52.725906	
TP'3	32.039555	35.130493	-52.725906	
TP'4	32.039555	38.630493	-52.725906	
TP'5	32.039555	42.130493	-52.725906	
TP'6	32.039555	45.630493	-52.725906	
TP'7	32.039555	49.130493	-52.725906	
TP'8	32.039555	52.630493	-52.725906	
TP'9	32.039555	56.130493	-52.725906	
TB'1	10.139555	29.130493	-50.725906	
TB'2	10.139555	32.630493	-50.725906	
TB'3	10.139555	36.130493	-50.725906	
TB'4	10.139555	39.630493	-50.725906	
TB'5	10.139555	43.130493	-50.725906	
TB'6	10.139555	46.630493	-50.725906	
TB'7	10.139555	50.130493	-50.725906	
TB'8	10.139555	53.630493	-50.725906	
TB'9	10.139555	57.130493	-50.725906	
A'1	14.539555	26.930493	-40.925906	
A'2	14.539555	30.430493	-40.925906	
A'3	14.539555	33.930493	-40.925906	
A'4	14.539555	37.430493	-40.925906	
A'5	14.539555	40.930493	-40.925906	
A'6	14.539555	44.430493	-40.925906	
A'7	14.539555	47.930493	-40.925906	
A'8	14.539555	51.430493	-40.925906	
A'9	14.539555	54.930493	-40.925906	
B'1	6.639555	23.930493	-40.625906	
B'2	6.639555	27.430493	-40.625906	
B'3	6.639555	30.930493	-40.625906	
B'4	6.639555	34.430493	-40.625906	
B'5	6.639555	37.930493	-40.625906	
B'6	6.639555	41.430493	-40.625906	
B'7	6.639555	44.930493	-40.625906	
B'8	6.639555	48.430493	-40.625906	
B'9	6.639555	51.930493	-40.625906	
C'1	-11.860445	32.830493	-28.625906	
C'2	-11.860445	36.330493	-28.625906	
C'3	-11.860445	39.830493	-28.625906	
C'4	-11.860445	43.330493	-28.625906	
C'5	-11.860445	46.830493	-28.625906	
C'6	-11.860445	50.330493	-28.625906	
C'7	-11.860445	53.830493	-28.625906	
C'8	-11.860445	57.330493	-28.625906	
C'9	-11.860445	60.830493	-28.625906	
GPH'1	-18.060445	28.930493	-33.425906	
GPH'2	-18.060445	32.430493	-33.425906	
GPH'3	-18.060445	35.930493	-33.425906	
GPH'4	-18.060445	39.430493	-33.425906	
GPH'5	-18.060445	42.930493	-33.425906	
GPH'6	-18.060445	46.430493	-33.425906	
GPH'7	-18.060445	49.930493	-33.425906	
GPH'8	-18.060445	53.430493	-33.425906	
GPH'9	-18.060445	56.930493	-33.425906	
OT'1	-44.060445	29.830493	-31.125906	
OT'2	-44.060445	33.330493	-31.125906	
OT'3	-44.060445	36.830493	-31.125906	
OT'4	-44.060445	40.330493	-31.125906	
OT'5	-44.060445	43.830493	-31.125906	
OT'6	-44.060445	47.330493	-31.125906	
OT'7	-44.060445	50.830493	-31.125906	
OT'8	-44.060445	54.330493	-31.125906	
OT'9	-44.060445	57.830493	-31.125906	
FCA'1	-38.860445	12.530493	-7.625906	
FCA'2	-38.860445	16.030493	-7.625906	
FCA'3	-38.860445	19.530493	-7.625906	
FCA'4	-38.860445	23.030493	-7.625906	
FCA'5	-38.860445	26.530493	-7.625906	
FCA'6	-38.860445	30.030493	-7.625906	
FCA'7	-38.860445	33.530493	-7.625906	
FCA'8	-38.860445	37.030493	-7.625906	
FCA'9	-38.860445	40.530493	-7.625906	
GL'1	-58.160445	5.630493	-11.825906	
GL'2	-58.160445	9.130493	-11.825906	
GL'3	-58.160445	12.630493	-11.825906	
GL'4	-58.160445	16.130493	-11.825906	
GL'5	-58.160445	19.630493	-11.825906	
GL'6	-58.160445	23.130493	-11.825906	
GL'7	-58.160445	26.630493	-11.825906	
GL'8	-58.160445	30.130493	-11.825906	
GL'9	-58.160445	33.630493	-11.825906	
Cu'1	-65.360445	5.430493	4.574094	
Cu'2	-65.360445	8.930493	4.574094	
Cu'3	-65.360445	12.430493	4.574094	
Cu'4	-65.360445	15.930493	4.574094	
Cu'5	-65.360445	19.430493	4.574094	
Cu'6	-65.360445	22.930493	4.574094	
Cu'7	-65.360445	26.430493	4.574094	
Cu'8	-65.360445	29.930493	4.574094	
Cu'9	-65.360445	33.430493	4.574094	
PFG'1	-41.060445	4.330493	9.474094	
PFG'2	-41.060445	7.830493	9.474094	
PFG'3	-41.060445	11.330493	9.474094	
PFG'4	-41.060445	14.830493	9.474094	
PFG'5	-41.060445	18.330493	9.474094	
PFG'6	-41.060445	21.830493	9.474094	
PFG'7	-41.060445	25.330493	9.474094	
PFG'8	-41.060445	28.830493	9.474094	
PFG'9	-41.060445	32.330493	9.474094	
PP'1	-46.960445	3.130493	34.674094	
PP'2	-46.960445	6.630493	34.674094	
PP'3	-46.960445	10.130493	34.674094	
PP'4	-46.960445	13.630493	34.674094	
PP'5	-46.960445	17.130493	34.674094	
PP'6	-46.960445	20.630493	34.674094	
PP'7	-46.960445	24.130493	34.674094	
PP'8	-46.960445	27.630493	34.674094	
PP'9	-46.960445	31.130493	34.674094	
PA'1	-39.660445	6.030493	39.474094	
PA'2	-39.660445	9.530493	39.474094	
PA'3	-39.660445	13.030493	39.474094	
PA'4	-39.660445	16.530493	39.474094	
PA'5	-39.660445	20.030493	39.474094	
PA'6	-39.660445	23.530493	39.474094	
PA'7	-39.660445	27.030493	39.474094	
PA'8	-39.660445	30.530493	39.474094	
PA'9	-39.660445	34.030493	39.474094	
GC'1	-34.260445	3.430493	6.074094	
GC'2	-34.260445	6.930493	6.074094	
GC'3	-34.260445	10.430493	6.074094	
GC'4	-34.260445	13.930493	6.074094	
GC'5	-34.260445	17.430493	6.074094	
GC'6	-34.260445	20.930493	6.074094	
GC'7	-34.260445	24.430493	6.074094	
GC'8	-34.260445	27.930493	6.074094	
GC'9	-34.260445	31.430493	6.074094	
PI'1	-26.660445	2.230493	17.774094	
PI'2	-26.660445	5.730493	17.774094	
PI'3	-26.660445	9.230493	17.774094	
PI'4	-26.660445	12.730493	17.774094	
PI'5	-26.660445	16.230493	17.774094	
PI'6	-26.660445	19.730493	17.774094	
PI'7	-26.660445	23.230493	17.774094	
PI'8	-26.660445	26.730493	17.774094	
PI'9	-26.660445	30.230493	17.774094	
CP'1	-3.760445	5.330493	16.674094	
CP'2	-3.760445	8.830493	16.674094	
CP'3	-3.760445	12.330493	16.674094	
CP'4	-3.760445	15.830493	16.674094	
CP'5	-3.760445	19.330493	16.674094	
CP'6	-3.760445	22.830493	16.674094	
CP'7	-3.760445	26.330493	16.674094	
CP'8	-3.760445	29.830493	16.674094	
CP'9	-3.760445	33.330493	16.674094	
CC'1	25.939555	4.430493	8.274094	
CC'2	25.939555	7.930493	8.274094	
CC'3	25.939555	11.430493	8.274094	
CC'4	25.939555	14.930493	8.274094	
CC'5	25.939555	18.430493	8.274094	
CC'6	25.939555	21.930493	8.274094	
CC'7	25.939555	25.430493	8.274094	
CC'8	25.939555	28.930493	8.274094	
CC'9	25.939555	32.430493	8.274094	
LP'1	-12.460445	2.930493	44.074094	
LP'2	-12.460445	6.430493	44.074094	
LP'3	-12.460445	9.930493	44.074094	
LP'4	-12.460445	13.430493	44.074094	
LP'5	-12.460445	16.930493	44.074094	
LP'6	-12.460445	20.430493	44.074094	
LP'7	-12.460445	23.930493	44.074094	
LP'8	-12.460445	27.430493	44.074094	
LP'9	-12.460445	30.930493	44.074094	
SA'1	-2.560445	2.030493	41.674094	
SA'2	-2.560445	5.530493	41.674094	
SA'3	-2.560445	9.030493	41.674094	
SA'4	-2.560445	12.530493	41.674094	
SA'5	-2.560445	16.030493	41.674094	
SA'6	-2.560445	19.530493	41.674094	
SA'7	-2.560445	23.030493	41.674094	
SA'8	-2.560445	26.530493	41.674094	
SA'9	-2.560445	30.030493	41.674094	
PM'1	16.339555	2.030493	39.774094	
PM'2	16.339555	5.530493	39.774094	
PM'3	16.339555	9.030493	39.774094	
PM'4	16.339555	12.530493	39.774094	
PM'5	16.339555	16.030493	39.774094	
PM'6	16.339555	19.530493	39.774094	
PM'7	16.339555	23.030493	39.774094	
PM'8	16.339555	26.530493	39.774094	
PM'9	16.339555	30.030493	39.774094	
FD'1	43.839555	3.130493	27.474094	
FD'2	43.839555	6.630493	27.474094	
FD'3	43.839555	10.130493	27.474094	
FD'4	43.839555	13.630493	27.474094	
FD'5	43.839555	17.130493	27.474094	
FD'6	43.839555	20.630493	27.474094	
FD'7	43.839555	24.130493	27.474094	
FD'8	43.839555	27.630493	27.474094	
FD'9	43.839555	31.130493	27.474094	
FP'1	77.039555	5.630493	-11.125906	
FP'2	77.039555	9.130493	-11.125906	
FP'3	77.039555	12.630493	-11.125906	
FP'4	77.039555	16.130493	-11.125906	
FP'5	77.039555	19.630493	-11.125906	
FP'6	77.039555	23.130493	-11.125906	
FP'7	77.039555	26.630493	-11.125906	
FP'8	77.039555	30.130493	-11.125906	
FP'9	77.039555	33.630493	-11.125906	
CR'1	48.939555	9.630493	-13.225906	
CR'2	48.939555	13.130493	-13.225906	
CR'3	48.939555	16.630493	-13.225906	
CR'4	48.939555	20.130493	-13.225906	
CR'5	48.939555	23.630493	-13.225906	
CR'6	48.939555	27.130493	-13.225906	
CR'7	48.939555	30.630493	-13.225906	
CR'8	48.939555	34.130493	-13.225906	
CR'9	48.939555	37.630493	-13.225906	
R'1	60.939555	5.930493	-35.325906	
R'2	60.939555	9.430493	-35.325906	
R'3	60.939555	12.930493	-35.325906	
R'4	60.939555	16.430493	-35.325906	
R'5	60.939555	19.930493	-35.325906	
R'6	60.939555	23.430493	-35.325906	
R'7	60.939555	26.930493	-35.325906	
R'8	60.939555	30.430493	-35.325906	
R'9	60.939555	33.930493	-35.325906	
OR'1	33.939555	4.830493	-33.125906	
OR'2	36.499555	4.870493	-30.735906	
OR'3	39.059555	4.900493	-28.355906	
OR'4	41.619555	4.940493	-25.965906	
OR'5	44.179555	4.970493	-23.575906	
OR'6	50.759555	5.060493	-17.435906	
OR'7	53.319555	5.100493	-15.055906	
OR'8	55.879555	5.140493	-12.665906	
OR'9	58.439555	5.170493	-10.275906	
OR'10	60.999555	5.210493	-7.895906	
OR'11	67.579555	5.300493	-1.755906	
OR'12	70.139555	5.340493	0.634094	
OR'13	72.699555	5.370493	3.014094	
OR'14	75.259555	5.410493	5.404094	
OR'15	77.819555	5.440493	7.794094	
FT'1	48.539555	3.730493	-21.825906	
FT'2	48.539555	7.230493	-21.825906	
FT'3	48.539555	10.730493	-21.825906	
FT'4	48.539555	14.230493	-21.825906	
FT'5	48.539555	17.730493	-21.825906	
FT'6	48.539555	21.230493	-21.825906	
FT'7	48.539555	24.730493	-21.825906	
FT'8	48.539555	28.230493	-21.825906	
FT'9	48.539555	31.730493	-21.825906	
SC'1	-24.160445	3.130493	29.674094	
SC'2	-24.160445	6.630493	29.674094	
SC'3	-24.160445	10.130493	29.674094	
SC'4	-24.160445	13.630493	29.674094	
SC'5	-24.160445	17.130493	29.674094	
SC'6	-24.160445	20.630493	29.674094	
SC'7	-24.160445	24.130493	29.674094	
SC'8	-24.160445	27.630493	29.674094	
SC'9	-24.160445	31.130493	29.674094	
OF'1	35.639555	36.730493	-17.825906	
OF'2	35.639555	40.230493	-17.825906	
OF'3	35.639555	43.730493	-17.825906	
OF'4	35.639555	47.230493	-17.825906	
OF'5	35.639555	50.730493	-17.825906	
OF'6	35.639555	54.230493	-17.825906	
OF'7	35.639555	57.730493	-17.825906	
OF'8	35.639555	61.230493	-17.825906	
OF'9	35.639555	64.730493	-17.825906	
OC'1	7.839555	37.630493	-13.525906	
OC'2	7.839555	41.130493	-13.525906	
OC'3	7.839555	44.630493	-13.525906	
OC'4	7.839555	48.130493	-13.525906	
OC'5	7.839555	51.630493	-13.525906	
OC'6	7.839555	55.130493	-13.525906	
OC'7	7.839555	58.630493	-13.525906	
OC'8	7.839555	62.130493	-13.525906	
OC'9	7.839555	65.630493	-13.525906	
OP'1	-10.660445	35.530493	-2.625906	
OP'2	-10.660445	39.030493	-2.625906	
OP'3	-10.660445	42.530493	-2.625906	
OP'4	-10.660445	46.030493	-2.625906	
OP'5	-10.660445	49.530493	-2.625906	
OP'6	-10.660445	53.030493	-2.625906	
OP'7	-10.660445	56.530493	-2.625906	
OP'8	-10.660445	60.030493	-2.625906	
OP'9	-10.660445	63.530493	-2.625906	
H'1	0.539555	20.730493	-20.325906	
H'2	0.539555	24.230493	-20.325906	
H'3	0.539555	27.730493	-20.325906	
H'4	0.539555	31.230493	-20.325906	
H'5	0.539555	34.730493	-20.325906	
H'6	0.539555	38.230493	-20.325906	
H'7	0.539555	41.730493	-20.325906	
H'8	0.539555	45.230493	-20.325906	
H'9	0.539555	48.730493	-20.325906	
T'1	4.339555	18.830493	-25.525906	
T'2	4.339555	22.330493	-25.525906	
T'3	4.339555	25.830493	-25.525906	
T'4	4.339555	29.330493	-25.525906	
T'5	4.339555	32.830493	-25.525906	
T'6	4.339555	36.330493	-25.525906	
T'7	4.339555	39.830493	-25.525906	
T'8	4.339555	43.330493	-25.525906	
T'9	4.339555	46.830493	-25.525906	
